fila_excel,CustomerID
182442,13320
95276,17811
312792,12714
540430,17001
59934,16033
313832,12715
88474,17126
453481,15916
406939,13590
354467,15398
391112,17863
512846,17841
214252,12727
436682,16929
424164,16764
5282,13370
333658,12830
78381,17035
473377,14898
343664,15804
472888,13285
203636,14194
97506,14688
107441,17738
313089,17841
29934,17158
194963,14060
116707,14077
46768,18041
37551,14472
490289,17338
350969,14096
417350,15861
72352,16409
152859,13089
42586,16255
95771,17323
355248,15555
463569,16898
527143,13230
207070,17961
67978,13230
319982,17588
211035,13334
475525,14911
505820,13004
190176,13232
205802,14584
184945,14691
423557,17602
437997,13914
86770,12857
266831,16474
396896,17614
465437,13755
268465,14038
533097,17503
8735,15880
466032,15058
225658,15719
222656,14415
466115,15532
294141,13869
93815,14099
510765,13068
495782,17530
399548,14088
468888,14711
257878,17758
333785,17426
106080,14656
38985,12681
263688,18283
58681,14404
142477,13137
147643,16031
434365,16367
391177,16120
369739,13764
426552,14178
8835,16718
353656,14395
75877,17431
91021,14825
476532,14704
375462,14291
78615,16705
87366,14796
289782,15133
385430,13755
278938,18180
109894,13491
178855,12748
37581,17358
212252,13458
135867,15249
458567,14446
499916,15382
429625,14096
366691,17894
77008,17068
165513,13162
8303,18156
457131,13810
172412,15407
58291,12474
305022,12839
461999,14547
525713,14649
444597,15025
310342,12567
394825,13777
188159,13451
403387,16249
148883,13102
505512,17920
200908,17841
385708,13558
369620,13954
17824,17341
31308,17449
241621,12867
7298,16455
349647,14401
416449,14096
190348,15033
517132,14659
444297,14502
541575,15910
362593,13555
238757,18283
397563,13213
255599,17107
499233,18188
96000,18094
492449,12955
222098,17797
434602,16379
303248,16241
177425,13001
70783,12744
179323,16121
305389,16767
301113,12758
244670,16556
196180,17871
361491,14096
342922,18259
413603,14629
395474,12446
229572,13263
357044,14880
252057,17220
467401,14096
455203,14096
417931,17596
507285,13030
308535,17562
225024,13999
157276,15581
230139,15555
300770,16115
371018,17811
489400,13199
8995,14161
238555,12697
469033,17220
135332,12669
306497,12418
354265,13055
152666,12701
321805,15829
388222,17841
9569,15889
266551,13654
403469,17073
11626,14443
288131,13384
183078,14288
74895,12735
139149,17220
490193,17338
263272,14562
329838,17345
4916,17757
194343,18223
382926,17231
151018,13630
364044,12656
332651,17841
472316,16916
424689,16102
169205,13263
41316,15044
336068,16474
533157,13949
403566,17203
301911,15023
103105,17516
505866,14911
390884,17412
511161,13521
209654,13263
126331,16115
141993,18172
293889,14844
500474,15872
31769,15005
142930,15605
220774,17522
366912,14868
299455,12381
330150,14156
84203,14048
151532,15058
183232,15756
26756,16210
408490,15301
137248,17315
28935,14733
401018,17858
414445,15142
353547,13804
59287,15296
360601,13927
162966,14309
215135,14623
121532,12523
428361,16836
56698,15916
236209,15750
121619,14505
291775,15719
321310,12415
532767,15023
289947,16929
211629,14221
240133,16728
277233,16099
120606,15867
349086,16327
176904,14156
141988,13883
152083,14286
489012,13268
337993,16814
231961,16326
513508,16241
286101,14709
227281,15134
97817,14895
364794,13139
179129,14911
243218,17799
409365,18252
359803,16771
541720,12662
66801,17799
505674,12668
320855,13089
491838,17590
170892,15768
296133,16700
31156,13078
12847,13030
197742,15078
92440,13089
230313,17306
28721,17375
392644,14911
411943,12712
375775,13408
44798,12682
155889,15005
137294,17398
409305,17346
136240,14851
517430,18122
452375,14968
503251,13596
482384,15919
427360,15478
455064,14096
173450,13102
26472,15044
520560,17221
445319,13139
23874,14911
100630,17139
304507,16706
507234,17811
472622,17412
143349,17243
54382,12359
347858,12540
162934,16422
266892,14895
169670,13018
162666,16928
324621,14691
531364,16571
40056,14643
279404,16942
419935,17841
235320,17841
302137,15002
115265,15379
41368,16477
497751,16824
440625,17084
341230,13430
8206,17796
211152,14389
380266,14626
418801,13263
521292,17238
401228,13015
88572,17454
166608,16587
295480,14646
62667,13263
509712,13137
209686,15192
437311,17644
274332,15623
9468,14506
452602,14621
85783,17083
495484,14088
218094,18221
112839,15834
315263,18041
358970,15799
218023,16626
479879,12391
131785,15144
73904,18125
531451,17841
287150,15228
43838,12921
452425,17867
446852,17757
361991,16145
165623,17530
391089,14911
295186,15078
234438,12759
480255,17286
517,17908
532834,16987
171573,13499
14560,13488
416140,14096
413510,17111
299774,14911
312610,14056
277811,14796
292852,13450
185539,16644
146155,15194
14436,18119
71866,14911
516643,15101
253923,13583
264815,14907
493328,17700
494134,18283
410571,13136
23796,18116
95605,13744
355862,17416
312167,16340
462615,13379
47041,13081
419611,14550
287281,13437
500771,16327
260305,17841
394764,13477
66352,14088
216684,13050
117418,16766
34503,12971
176639,14713
174383,15039
184927,18272
23614,12748
89962,15358
239001,13709
538916,15898
301741,15706
412046,14031
213687,13610
155942,16187
534440,16426
537265,15520
465760,14418
127458,12867
414775,17220
207029,15867
291568,17841
369473,18217
68716,14796
328429,16175
76764,12476
322021,14420
468484,17777
272169,14755
465522,13447
409515,12556
209431,15039
512865,12748
455101,14096
465899,12957
136936,18226
199083,18125
252931,17404
404336,16940
209291,16969
201138,16422
295625,13636
39613,17340
472614,15900
17427,13126
378202,15757
231356,14646
344976,18055
335097,13450
311353,14796
125234,13798
90743,16431
540105,13077
210595,14298
444109,14547
184572,16320
307155,15701
1034,15012
89828,13089
36253,12705
20617,16795
86745,12857
467959,15419
260459,15051
215834,16825
121098,16029
451783,13408
394051,12607
192375,13976
187640,13263
101881,13870
347525,12752
223910,18069
222584,14895
52293,13491
242931,18075
31989,15641
241286,16033
68387,13798
451613,17511
86848,16558
17837,17341
188101,13451
190426,15333
404721,16730
82690,16029
237278,12720
211385,13437
513569,17835
255563,15416
315727,12484
209088,14842
214400,15349
165362,13269
385567,16326
469689,14911
385718,17811
533954,14087
464960,17377
479043,16871
18364,13523
369954,14911
493122,12748
394734,14291
72522,14733
531812,16076
321048,13069
154038,13157
388602,17284
337818,14359
204060,15039
326149,14156
202422,14534
538120,17528
373472,16875
538867,15484
7088,17238
262985,12405
339641,16469
72961,13089
534055,18237
28339,17303
142552,14419
154853,13134
188488,12471
306718,15078
224115,13936
151866,17550
54372,17841
503727,14577
412224,15000
38964,12681
237368,13268
47875,16191
309208,15150
264877,18118
310820,12540
29926,17158
490355,17297
360248,13389
91414,16019
216703,13050
406868,16470
419997,15005
475465,15737
169583,17954
335878,15533
480921,16463
88184,15406
493737,16255
198074,12935
446280,14606
523454,14456
168639,15738
135965,14730
102402,15093
534422,17602
264662,17554
54425,13113
137243,17315
296351,14388
373815,13297
1121,12662
485176,15426
297500,15608
449192,16549
26416,13959
427282,17590
442688,13365
475951,12567
378413,12415
344382,13268
308806,14265
421776,17459
9655,14606
411461,17463
104648,14056
130572,14461
203959,14593
323732,14606
67657,13659
378342,15730
419944,17841
331335,13700
482403,15919
439907,14388
220029,13265
133739,14758
321073,12436
260412,13269
134150,16081
490414,14422
20505,13102
260335,17841
341030,17883
221172,12597
306592,12626
86887,16425
394044,12607
247179,13148
2073,17841
440536,15707
64745,17315
330727,14116
83034,17105
197318,13887
45875,17634
462622,17068
295658,16053
181494,16503
514849,13536
98237,13421
156575,13069
411292,15358
361156,18016
401453,14096
350747,14096
204025,15039
469117,15955
390236,14744
424254,14498
348404,14911
229486,16843
32034,13124
429009,17951
164433,14152
403633,14298
225467,15358
311508,15932
452510,15485
41144,12515
476501,13668
104686,14056
142972,13418
28296,14085
510456,13428
462912,15022
292093,17220
231387,13097
31545,15512
206357,13232
137389,15906
449144,16549
69139,12693
400496,14156
116674,13126
221986,17064
414131,14607
423804,13632
416404,14096
180557,15596
73484,16700
33358,15157
326805,13192
399362,16466
258665,12556
28817,15808
187129,16116
402514,14422
125896,14769
326840,16444
347372,12724
175116,13873
292678,13451
429934,14096
357528,14911
358538,16480
250050,16729
232845,16717
174548,13524
225244,13663
265367,14572
350168,13316
275328,15815
336609,14292
260215,17405
180624,13908
423827,16656
59131,12388
223237,18109
118368,17611
369098,15187
90690,15311
321538,16923
273479,16891
466313,16504
84489,16458
350784,14096
526816,16200
500048,17870
403787,14298
540202,14702
307381,14224
508571,14480
356174,18118
212175,16230
531915,12362
153776,17972
438252,13467
296757,14030
145039,15756
7921,12567
353248,17581
212636,15508
271618,17841
376440,14506
205988,15172
65947,12594
364571,14606
186149,16712
8202,13506
101003,14527
273520,14298
224363,12481
93577,14606
269923,15727
262497,13667
488126,13246
206087,14280
10164,17677
144702,15752
329873,14911
414747,16444
264463,13050
387271,13373
209687,15192
27299,15361
170108,13637
360401,17841
16427,18102
239234,15258
505006,15436
486204,15857
249295,15349
90894,14156
6454,14083
375487,16186
438569,13081
86152,17537
306268,15159
418243,16110
425547,14810
529912,13709
142429,13137
463918,15861
432440,17346
157283,16523
407842,17512
148786,14449
526264,17090
155252,16348
250196,15549
336208,15865
146485,16170
47403,12481
204648,14085
254460,12647
228789,15585
499948,15382
270262,14178
273859,12748
414873,15786
336835,16984
241024,15834
86282,17843
424320,13694
278995,13588
508636,15619
451185,13046
323595,12437
100024,16208
50226,12539
397933,14390
408334,15814
330972,16418
135432,17841
231115,15356
386759,16921
388927,14535
221440,16113
513502,16241
485166,15426
359360,17837
169994,14051
246215,14016
356345,17841
458654,17364
33768,15532
489661,17371
464239,15203
237708,16940
54278,13488
312033,15800
21637,17950
8805,16718
192656,13488
347468,12621
98223,13421
115124,17238
371606,15906
471710,16008
41714,12585
261549,15795
526338,17218
516864,14804
5221,17135
517302,13599
49977,17218
390030,14395
443773,15427
449163,16549
283216,13102
385258,13456
506803,18101
403741,14298
202555,13771
170063,16016
69758,15052
151552,12447
329877,14911
376409,16033
135101,13110
113902,13089
5085,16150
224574,17795
433398,15511
108210,18218
475521,14911
413517,14504
460296,18014
529991,14869
451885,17841
328277,17841
375458,14291
368754,12598
275450,12438
214823,18118
422730,16416
337666,18069
286771,13075
412062,16326
409091,17365
85545,14415
102748,15078
186178,16712
8741,15880
391275,16362
469190,17659
182460,13098
182726,13694
531648,17266
701,16583
151113,15311
236104,15804
361383,14096
289225,16348
220650,14911
284730,15532
65881,14713
176663,12451
333459,12433
100156,15932
54682,12383
439112,17203
459160,15034
284543,14472
111950,15026
151671,18129
163071,14606
440349,15676
86842,15570
437095,13721
404541,14159
363097,13016
357295,14652
419465,16208
367798,16653
198738,18287
93300,13151
12153,17860
102305,13753
493518,14049
213426,13668
202207,17659
3416,15658
537584,15877
9771,15502
515941,12714
177103,12502
380459,13602
463466,12867
482282,15009
186702,12976
356676,18188
517339,12963
507109,16800
287310,13850
231752,18077
192773,14221
198326,16497
337721,14901
411428,16311
516548,12572
175552,15356
475405,12748
459100,15034
70489,13815
261794,13263
204167,14810
307713,13610
222159,16370
376812,15044
424236,14498
419861,14102
395891,18096
392834,17934
153298,13824
39382,15311
389876,14096
372203,17841
523134,16931
90194,12415
381784,12627
205215,16837
187565,12590
369221,15321
410137,17125
259839,17790
226544,14997
516379,15676
374559,15159
64752,17315
207003,14625
227822,12843
198291,16497
502997,14859
182576,17504
294964,18248
20672,16795
73148,12539
426651,14456
167520,14512
312143,16340
440669,17084
195137,13263
435931,17999
241192,14583
177859,12921
229208,15907
502974,17769
464220,16877
121268,13668
177236,14796
220820,12839
216220,14525
345471,15547
311917,13411
159640,15491
537437,12621
241977,14646
723,13758
455277,14096
361963,15745
205569,13199
179731,14684
293064,15411
22373,14713
74695,15547
100078,15687
117617,14587
280887,12397
98230,13421
493533,14049
384252,15874
530949,15189
388531,16549
386210,15756
231254,14051
127267,16558
506946,16393
376311,16474
96396,17677
212206,12601
41222,17400
200246,15705
23734,14256
506670,17523
513718,16764
355815,13949
149649,14619
296598,16750
101974,12841
398303,15856
337289,14732
261655,15493
367818,16653
424231,14498
229261,17642
147139,15917
448538,17651
482901,16360
232487,17444
312416,15764
179257,14709
293483,12865
336885,16984
359446,16049
128393,14530
187215,16745
286649,15410
469522,14194
59519,14667
213714,12662
520958,12970
460061,17052
521084,18245
324723,18223
358803,14540
503653,16942
76519,14426
295196,15078
27274,12540
159358,13474
46752,18041
397259,14567
429620,14096
31355,17346
156686,14062
123693,15861
3565,18041
527167,13230
189120,17398
143925,17337
74552,16755
132941,18109
242393,16928
240149,17323
414072,14493
201774,16729
14907,12748
498200,16609
487663,16712
105989,14506
103572,15996
377930,16684
310689,13425
52669,14669
109398,14911
510355,14390
135289,14410
7825,15351
44200,15311
305928,17720
181331,16242
189529,17841
323758,16674
443191,14553
391258,16362
1280,12433
80617,17071
393064,14761
144838,15311
79121,13854
50931,15039
382697,14592
106660,17449
246307,16746
63386,12681
437257,14878
109371,15827
538521,13263
336509,17685
152820,13549
261950,14159
308083,15547
447653,14050
526008,16904
293167,15831
395794,14421
427070,14684
417012,12398
153742,16172
147427,13491
428298,13103
225864,13476
328251,17841
55308,15291
29832,14298
275243,15005
172976,15048
224553,15625
335213,12748
100022,16208
131418,16525
501237,17329
438998,13756
147707,17042
289650,17735
78519,15687
86703,14465
167470,14231
19448,16252
152740,17841
120528,15150
480719,12578
458981,14527
265060,15301
295509,14646
281392,15261
212345,14700
146315,14546
108488,13476
199938,12710
77616,15881
28986,16455
273699,14410
214470,15301
220140,15855
201862,12749
332532,13441
368947,16268
437208,16322
412397,15584
158542,17346
338096,15529
468595,16361
146756,15145
348326,17450
179626,14040
526614,13089
26617,14505
109929,17535
298645,13263
368099,17220
147664,16713
499160,12748
375187,15864
382614,15300
180024,15518
481065,15494
21414,14667
208254,18231
525554,16360
25686,17126
306067,18225
282160,14898
12911,17191
99660,15311
350267,14527
228029,15036
103425,14606
487645,16712
172430,15407
438920,18102
83483,16686
191316,12871
177322,15062
506672,17523
492000,17519
486918,18139
386523,13212
429808,14096
304692,13925
191919,15910
411989,17361
72014,17075
530052,14562
335945,17841
387637,17706
510346,14390
464052,14382
88278,17282
314788,14911
110193,16923
277618,17364
498506,17812
227383,17511
39348,12481
212026,17231
122175,12480
81320,13668
229615,17463
4632,15574
212177,14500
528030,14096
29910,16191
342394,13018
398493,14595
185544,16644
307372,12518
145200,14606
277948,16161
159804,14978
300859,15683
12856,13030
530158,15318
196322,17017
334161,12635
232163,16744
256296,14315
475242,13238
174735,13047
376269,16474
243517,13982
253040,13418
452371,12931
348538,14164
56927,13385
233323,16713
454834,17059
285872,12749
217078,16218
339439,15201
400959,14911
132114,14267
125532,14071
191100,16705
167108,14031
395918,16042
347413,17613
128617,15998
456545,17502
58893,17609
382575,14257
437424,17403
218450,15764
229027,12484
476477,13668
394745,12498
321300,16456
275144,17920
231128,15356
363022,16713
495200,13174
78588,15311
357376,15807
540076,13318
291276,14713
320933,13089
369884,17376
159495,13695
387222,14297
487994,17100
153155,15615
165679,13148
291538,18079
39462,15460
197982,15601
110776,17050
325277,12867
154135,15358
237199,17651
25432,17251
78608,15311
200523,14911
460656,17069
152178,14286
162893,12947
199434,14769
110915,17107
527682,14096
293559,12885
202154,17450
350508,12550
171298,17160
138776,12456
90461,14701
258675,12556
441650,15745
243024,14383
452016,13588
182559,18242
299056,14646
61933,12510
172321,15376
79342,15589
477386,12748
190715,15813
225643,15719
39418,15867
467886,13777
114486,14336
189082,17139
83822,13458
388333,17372
507046,16800
341337,12457
527677,14096
42426,18116
407925,14776
440091,12577
422333,13488
273305,17811
309726,16904
259786,13590
135291,14410
350872,14096
71868,14911
152386,15737
86277,17843
284382,14911
291290,14713
176854,14393
127200,13113
181090,16729
407367,14704
439679,15010
90338,17348
140663,17365
326525,16820
237026,16187
221459,16113
359823,16771
353941,15484
465244,17652
420656,16332
357348,15903
237213,17365
379992,12431
49253,14800
505620,13081
423678,17602
146073,14646
303013,12722
158139,12639
211228,17652
147011,16161
82187,13137
339474,14163
176550,15491
393121,15311
462646,17841
513083,12953
249,13705
226020,14426
293767,14748
83607,17162
390315,13109
263818,17706
288652,14527
218166,13571
90812,15370
218378,14367
188606,14291
325608,13548
32095,15456
19278,17340
89960,15358
416306,14096
20593,15288
239096,14541
199327,15716
314259,15132
246933,15465
158661,17920
393581,14834
125559,14258
424103,14110
435988,17595
527612,14096
106657,17449
463827,16930
530879,15907
211615,14221
298829,13588
199829,15555
472405,13558
315917,14044
382510,12569
526084,14083
149029,14465
478609,15435
369095,15187
424876,12705
224124,13936
365184,16690
329673,14530
367011,17633
357637,15978
521185,17686
493370,14527
444594,15025
264782,12815
340652,13078
88447,17126
353334,16395
110140,15465
173043,13089
201005,13546
275161,17920
202242,18044
307668,15984
113782,14367
532775,15023
9872,17965
196219,12957
380620,15805
472368,16916
125007,17419
50909,16850
68234,17673
372473,13344
306729,16828
306117,16743
410601,17092
378310,12841
172892,15620
317548,14527
405614,17576
236298,15059
326294,13881
402224,15033
443200,12381
411031,17377
366915,14868
153767,17972
364244,14911
154615,13740
335263,12748
187071,16033
139543,16788
203956,14593
503460,18156
107947,15087
306073,18225
96567,15146
471948,12720
342216,15005
339279,17779
84146,12359
401337,14211
249829,15078
59551,15311
434834,13271
427537,17213
412461,13782
32348,16725
119280,16327
227076,17284
22283,17576
1361,14594
273780,17660
30219,17372
185782,14277
269397,14732
182833,13242
223364,17242
54606,17338
301925,15023
404162,17758
386130,16595
344102,12471
425731,17372
201287,13831
77438,17604
491839,17590
345703,16438
163999,17449
718,13758
485699,14883
461844,16015
466945,14096
506372,13590
284794,14414
355140,13012
401460,14096
497365,15482
230183,18168
241029,15834
382048,17813
506566,14597
260320,17841
324469,16686
384527,16900
58379,16746
535288,15298
340296,15845
323100,16735
90221,12415
247233,16918
412684,16686
188728,16161
428673,17841
440517,15707
305995,14221
342530,17047
129786,12352
291704,15719
213740,12662
356190,18118
177484,16748
480937,16463
168313,17975
414651,15271
175601,15061
168312,17975
9751,16422
90205,12415
197812,15856
33799,15532
175537,15356
428937,14808
301945,15114
166880,17179
263985,14857
216940,14911
289821,14640
225493,14503
468477,17777
265963,17725
193071,12949
122085,13268
469030,17220
400838,17520
463943,15861
419352,16173
468734,18043
143369,18109
211960,14088
422335,13488
190104,17107
372296,14432
49778,16549
495832,16343
323333,14911
29028,14829
189803,17655
344378,13268
78510,15687
508797,17450
380344,14849
229039,16729
256267,15182
145851,14849
4949,16029
338048,15529
188909,15529
163755,13735
14105,17470
139144,17220
521079,18245
472651,16469
84214,14048
400798,17201
448888,13975
431521,15329
229136,14735
33658,18176
190420,15333
404352,16940
529897,13709
261286,16365
196346,12620
403101,13536
155389,15640
4293,16781
98052,16907
266055,15716
94628,12594
519911,16440
276599,16710
216841,15311
135341,12669
458468,13137
525802,12381
23238,16499
342188,17865
133169,15529
482437,15919
304953,12415
293085,15518
47913,13534
366839,17870
142953,12748
87112,14081
418580,18079
268184,14808
488027,17100
443999,14502
467011,14096
32505,13890
531690,16016
191405,14038
316157,14869
482399,15919
101277,14298
514815,13362
79173,16161
337641,18069
517804,13969
121340,12502
56862,12490
266903,14895
277835,14796
281644,13534
23919,18065
15001,17419
271960,17962
290633,16531
485398,14447
160149,13798
195898,16175
196753,13591
404855,15604
221127,15712
19680,15694
345804,17802
358310,16326
333684,14895
390437,12371
468500,17777
277437,17841
402263,13546
284154,16839
358504,16480
269816,13081
382103,17813
525650,14649
492084,16376
335949,17841
306671,14755
531198,16495
382049,17813
165132,17567
139520,13509
343812,12963
75612,17796
361647,14217
347969,15201
354535,12906
486743,15274
258852,13224
77541,15058
390124,12772
143961,17337
482320,15009
149324,16261
381037,14819
153415,16186
479894,12391
55362,17364
300554,13838
32935,16743
307623,15984
111842,17654
249967,14606
359278,13991
168876,14210
230858,16869
307051,12971
513105,15414
207900,16558
108363,17416
208681,16810
479282,14277
382934,17231
442459,15555
240060,14837
31788,14201
376417,14506
300028,16678
276557,17724
365108,13842
199465,14769
523961,16535
485509,12349
439091,14659
473022,14554
331186,13244
178917,12748
520050,14688
11567,15898
241673,12867
443669,17107
86918,16842
29685,15983
518012,15948
360866,16705
395454,12359
527487,15274
216999,14530
77028,14527
197536,18109
445902,14387
63289,16904
421022,15993
448089,15573
19077,13649
95571,13744
337650,18069
165369,13269
84397,17841
327771,14360
361590,14096
288697,16102
337232,15996
92222,18257
462132,15021
278040,13110
225664,15719
148272,14911
321642,16672
324745,14067
524552,12841
332713,17870
121703,14572
392560,15421
250441,17511
433621,15830
480732,12578
99830,16940
406823,16979
255457,18072
340634,13552
526890,18015
417080,16186
436949,18205
248195,17160
326699,16172
266536,13340
377409,15276
402227,15033
410372,17571
522857,14583
292078,17220
132452,14256
94195,13230
8580,17211
296417,17442
401547,14096
345647,13566
243522,13982
25618,14577
181042,14667
79845,18041
119207,16150
179723,14684
45666,13680
375675,15046
505093,15555
149145,16255
489236,15116
516421,15951
315618,17841
526205,15854
346803,15365
526791,16200
268411,15152
390513,17119
168349,13842
350988,14096
497967,17458
484529,16666
23213,17880
479295,14277
514720,16910
175292,14911
380335,14849
74172,15601
213357,15453
164235,14415
211995,14088
428009,18067
398280,15856
517024,14178
217205,15449
214983,15150
522918,16033
11882,15048
103633,14036
332481,12449
187860,13601
213673,14696
293897,14844
30411,16919
93843,12748
383071,14557
174198,12886
78888,14180
285818,12749
486911,18139
187424,14021
304509,16706
234849,17695
493331,17700
399103,12940
492591,14205
428691,17841
503884,16592
242072,14646
25166,16873
103244,13767
74411,15057
524983,12748
507131,16800
100956,17364
346727,17058
270460,13895
425794,14546
456696,14713
177607,13365
151775,15665
466088,15532
523776,13521
216402,17015
326584,14534
276209,13137
343873,13599
25743,17218
239346,12615
356132,15763
11631,16210
340964,15021
220021,13265
454469,12659
109921,17535
83408,16686
195244,13767
44645,15358
991,14729
306912,12364
234451,12759
373023,18102
314406,15615
387471,14665
442028,15407
288477,17841
406088,16187
266378,13993
37385,14032
320817,13588
376478,14506
529609,12716
255829,14388
426208,17609
424315,16851
249288,14952
295455,14646
97567,16843
198090,12935
192698,16218
293720,16637
198753,12916
325836,14565
133177,15529
393446,15831
106064,14656
133852,14107
333660,12830
312320,15727
420406,18059
537913,14719
482655,14525
141730,17735
459131,15034
113648,15023
349672,13138
258412,13184
260489,18272
471865,14156
428193,13607
345259,14462
153102,13634
169709,18077
146161,15194
388939,14535
86807,18168
106686,17449
328416,14040
172343,15376
451432,18172
214397,15349
190195,13232
75634,14595
429692,14096
286729,13023
314476,14837
463435,12867
190283,15033
8988,14527
391509,12536
142059,13118
4991,13145
350590,14096
532680,17389
71670,14049
462865,12865
387449,16960
441538,14936
426180,17609
94534,16393
499965,15382
293512,17611
526609,13089
358959,15799
64994,15498
411722,15051
8126,18118
506959,16393
190151,16076
285298,16655
201112,15046
345855,17802
247048,16009
121675,17460
466272,16504
29788,12370
150578,16556
477454,12748
28414,17611
38270,13050
364548,13018
80227,12414
301974,15373
146503,16915
293637,15502
214346,12449
467958,15419
355367,12380
47286,12947
264043,15187
252572,17238
371902,14502
134560,15615
504970,15436
357724,16872
78297,13494
417924,17596
522220,18065
292656,13451
337223,15996
517709,14262
422239,16265
27450,13069
356745,13097
145776,17848
232343,15535
228835,16739
7961,14813
416392,14096
500270,12748
443565,15696
258256,17444
48123,12489
310757,13263
482120,14664
381284,13771
286089,14937
260464,18272
267093,13705
124492,13591
220023,13265
367493,15356
338478,15311
335746,12965
347508,12752
458580,14446
225749,15039
96072,14796
368021,12937
313615,15805
368521,17813
113537,14730
520815,18055
269764,13081
396786,17841
410774,13460
241316,16033
115827,15632
197480,18168
302012,13394
505287,14093
440108,16012
433124,14505
327513,15271
64652,15529
34254,13004
201481,17686
154212,16919
412240,15000
510941,16549
263652,18283
256172,13862
427000,14684
514857,13536
452,14307
48752,17284
540399,14441
466124,15532
223909,18069
365261,12748
157205,15270
321233,17841
342891,15466
342714,14367
399849,15113
384627,15615
174958,17384
388786,14529
59463,14606
463945,15861
364739,13139
103041,15951
320829,16880
105943,12679
462530,12867
224837,12472
500392,15872
56742,18085
78856,16110
180828,15673
505577,14893
71936,17735
42633,14606
5233,17396
360566,13410
111390,12614
64271,17602
338687,17365
462856,12865
412908,16794
383976,12528
9160,15023
365285,12748
331296,16426
262261,12766
41195,17400
106922,14606
313993,17189
53542,16791
321945,16638
361674,15755
177825,17604
413400,14035
158774,12681
206439,15402
199759,14647
177391,13001
150413,15874
385556,16326
265166,15004
155778,17735
461444,16438
280273,12753
75974,17463
232496,17444
359663,17107
4145,17976
92521,16839
287407,13089
2292,16539
55880,16161
98358,18196
456337,17716
84173,12359
158511,14056
71765,16422
207922,13113
463729,13451
301000,15376
429619,14096
84304,16321
267171,15845
231077,12463
406946,17625
537779,16161
312904,12417
145942,13018
228183,12415
475970,12567
264704,13491
134769,13357
106365,13166
